1419.205752,nan
1419.206924,nan
1419.208096,nan
1419.209267,nan
1419.210439,nan
1419.211611,nan
1419.212783,nan
1419.213955,nan
1419.215127,nan
1419.216299,nan
1419.217471,nan
1419.218642,nan
1419.219814,nan
1419.220986,nan
1419.222158,nan
1419.223330,nan
1419.224502,nan
1419.225674,nan
1419.226846,nan
1419.228017,nan
1419.229189,nan
1419.230361,nan
1419.231533,nan
1419.232705,nan
1419.233877,nan
1419.235049,nan
1419.236221,nan
1419.237392,nan
1419.238564,nan
1419.239736,nan
1419.240908,nan
1419.242080,nan
1419.243252,nan
1419.244424,nan
1419.245596,nan
1419.246767,nan
1419.247939,nan
1419.249111,nan
1419.250283,nan
1419.251455,nan
1419.252627,nan
1419.253799,nan
1419.254971,nan
1419.256142,nan
1419.257314,nan
1419.258486,nan
1419.259658,nan
1419.260830,nan
1419.262002,nan
1419.263174,nan
1419.264346,nan
1419.265517,nan
1419.266689,nan
1419.267861,nan
1419.269033,nan
1419.270205,nan
1419.271377,nan
1419.272549,nan
1419.273721,nan
1419.274892,nan
1419.276064,nan
1419.277236,nan
1419.278408,nan
1419.279580,nan
1419.280752,nan
1419.281924,nan
1419.283096,nan
1419.284267,nan
1419.285439,nan
1419.286611,nan
1419.287783,nan
1419.288955,nan
1419.290127,nan
1419.291299,nan
1419.292471,nan
1419.293642,nan
1419.294814,nan
1419.295986,nan
1419.297158,nan
1419.298330,nan
1419.299502,-21.594975
1419.300674,-21.574482
1419.301846,-21.530455
1419.303017,-21.501637
1419.304189,-21.494652
1419.305361,-21.555950
1419.306533,-21.599360
1419.307705,-21.590521
1419.308877,-21.544727
1419.310049,-21.572479
1419.311221,-21.603802
1419.312392,-21.572552
1419.313564,-21.520508
1419.314736,-21.516098
1419.315908,-21.521152
1419.317080,-21.494934
1419.318252,-21.463106
1419.319424,-21.433910
1419.320596,-21.441940
1419.321767,-21.444521
1419.322939,-21.420786
1419.324111,-21.441145
1419.325283,-21.400551
1419.326455,-21.340227
1419.327627,-21.376778
1419.328799,-21.395615
1419.329971,-21.352198
1419.331142,-21.303806
1419.332314,-21.353584
1419.333486,-21.394979
1419.334658,-21.361820
1419.335830,-21.300743
1419.337002,-21.247948
1419.338174,-21.235449
1419.339346,-21.302404
1419.340517,-21.289251
1419.341689,-21.217651
1419.342861,-21.196901
1419.344033,-21.234386
1419.345205,-21.252979
1419.346377,-21.210808
1419.347549,-21.167828
1419.348721,-21.110525
1419.349892,-21.101070
1419.351064,-21.086403
1419.352236,-21.071510
1419.353408,-21.087727
1419.354580,-21.069557
1419.355752,-21.042175
1419.356924,-21.070049
1419.358096,-21.070223
1419.359267,-21.033047
1419.360439,-20.954906
1419.361611,-20.961956
1419.362783,-21.002924
1419.363955,-20.977699
1419.365127,-20.960411
